nome,nome_it,tipo,comune,provincia,lat,lon,osm_id,wikipedia,wikidata
Case Mocaiana,,hamlet,,,43.3822401,12.5035888,4001259784,,Q18492443
Case Mori,,hamlet,,,42.5592272,12.3226438,650719119,,Q18494852
Case Negroni,,hamlet,,,42.7692097,12.1714009,317003782,,Q18494559
Case Nuove,,village,,,43.02448,12.6423106,317001007,,Q18492447
Case Nuove,,hamlet,,,42.7000524,12.2747928,338748322,,Q18494562
Case Nuove Seconde,,hamlet,,,43.5047181,12.1802066,4026565728,,Q18492445
Case Paolangeli,,hamlet,,,42.8392621,12.8988448,11096673242,,
Case Piccioli,,hamlet,,,42.7869813,12.7719449,5134900979,,
Case Rampi,,hamlet,,,42.9267336,12.8495198,10593766107,,
Case Sant'Erasmo,,hamlet,,,43.31125,12.606859,312446692,,
Case Santa Maria Maddalena,,hamlet,,,43.3274263,12.5613957,312446689,,Q18492449
Case Taschini,,hamlet,,,42.7049009,11.9883961,317003783,,Q18494565
Case Tosti,,hamlet,,,42.8720719,12.486814,3949970704,,Q18492451
Case Vecchie,,hamlet,,,42.7089372,11.9914118,317003785,,
Case Vecchie,,hamlet,,,43.2509389,12.0481494,1811261592,,
Case Vecchie,,hamlet,,,42.8118471,12.7524128,4030018537,,Q18492453
Case Vecchie,,hamlet,,,42.6976547,12.2700027,4043390516,,Q18494568
Case del Colle,,hamlet,,,42.9915558,12.3448097,3927550333,,Q18492427
Case di Terraia,,hamlet,,,42.7942563,12.7102497,650721647,,Q18492429
Casecola,,hamlet,,,42.9004629,12.5102037,3935942331,,Q18492455
Casella,,hamlet,,,43.2555101,12.1699849,12120340030,,
Caselle,,hamlet,,,43.0267655,12.0699176,1296553676,,Q18492457
Caselle,,hamlet,,,42.7618999,12.0276608,9569450902,,
Casemasce,,hamlet,,,42.7556553,12.3082799,338748335,it:Casemasce,Q2253883
Casenove,,hamlet,,,42.7704776,12.6458408,650721562,,
Casenove,,hamlet,,,42.9774037,12.8398339,1635647675,it:Casenove,Q2182481
Casenuove,,village,,,43.1236248,12.2014097,1910501550,,
Casetta,,hamlet,,,42.6017779,12.44376,12151715712,,
Casette di Cupigliolo,,hamlet,,,43.0068109,12.8662263,3924090732,,Q1870956
Casette di Scoppio,,hamlet,,,42.7411939,12.5797621,609708609,,
Casevecchie,,hamlet,,,42.9119124,12.6874959,2381170963,,
Casigliano,,hamlet,,,42.7126601,12.5053887,564978634,it:Casigliano,Q3661766
Casigliano,,hamlet,,,42.6328521,12.7383085,649280300,,
Caso,,hamlet,,,42.7079848,12.8568333,257053893,,Q18492466
Caspignano,,hamlet,,,43.3824981,12.0801706,1277982594,,
Cassignano,,hamlet,,,43.0520462,12.8368983,1578655859,it:Cassignano,Q18492470
Castagna,,hamlet,,,42.5944741,12.7111531,649279994,,Q18494573
Castagnacupa,,hamlet,,,42.6702114,12.6552694,564978865,,
