nome,nome_it,tipo,comune,provincia,lat,lon,osm_id,wikipedia,wikidata
Carda,,village,,,43.6419762,11.7391018,440695816,,Q18484486
Cardeta Est,,hamlet,,,43.7554856,10.3799577,452999464,,Q18490083
Cardeta di Sopra,,hamlet,,,43.3298158,11.933438,1434671904,,Q18484493
Cardeto,,hamlet,,,43.576336,11.9196982,1965692400,,
Cardetole,,hamlet,,,43.9512303,11.3429249,3475166168,,
Cardoso,,hamlet,,,44.0079454,10.3159951,582849793,it:Cardoso (Stazzema),Q18416818
Cardoso,,hamlet,,,44.0254613,10.4798568,693880676,,Q18416818
Careggia,,hamlet,,,44.2480269,9.9108776,1003630444,,
Careggine,,village,,,44.119949,10.325396,61753562,,Q30023752
Careola,,hamlet,,,44.3414047,9.8670877,601254515,,
Cargalla Inferiore,,hamlet,,,44.4227176,9.91272,1003601988,,Q18489374
Cargalla Superiore,,hamlet,,,44.4250894,9.9122168,1003601989,,Q18489376
Carignano,,hamlet,,,44.1479009,9.9849032,1088681747,it:Carignano (Fosdinovo),Q18489378
Carignano,,hamlet,,,43.8669292,10.454369,1983050978,,
Carlone,,hamlet,,,43.9261646,11.2896929,12421849096,,
Carmignanello,,village,,,43.997872,11.1418046,395370515,,Q18491319
Carmine,,hamlet,,,43.5653229,12.0269381,623598892,,Q18509324
Carpiglioni,,hamlet,,,43.3768866,11.1481442,1129630111,,
Carpineta,,hamlet,,,44.0921423,11.0364288,1444932861,,Q18490712
Carpineto,,hamlet,,,43.2769702,11.2877337,463204469,"en:Carpineto, Sovicille",Q18491503
Carraia,,village,,,43.8945668,11.1805418,571394876,,
Carraia,,hamlet,,,43.8246761,10.5561141,1707111946,,Q37984865
Carraia,,hamlet,,,43.9227486,10.2489234,2411400709,,
Carraia,,hamlet,,,43.772831,11.1876337,9824820032,,
Carraia Nord,,hamlet,,,43.7140469,10.4415094,452999465,,Q18490089
Carubo,,hamlet,,,42.7443114,10.3708536,3481583404,,
Casa Aldria,,hamlet,,,44.0838039,10.8868036,836093966,,
Casa Bardi,,hamlet,,,42.7272411,11.3118464,5117756704,,
Casa Bartolino,,hamlet,,,44.0595264,10.9643809,9040822507,,
Casa Bebi,,hamlet,,,42.9168653,11.8588436,12954272145,,
Casa Bezzi,,hamlet,,,44.0688403,10.9337724,10293957242,it:Frassignoni,Q3752325
Casa Borsi,,hamlet,,,44.1935814,9.8608996,1445480557,,Q18489383
Casa Capecchi,,hamlet,,,44.0717087,10.9714828,8309692568,,
Casa Carloni,,hamlet,,,44.0861719,11.6243325,410282762,,Q18486635
Casa Frassi,,hamlet,,,43.4192947,11.3125945,1334655309,,
Casa Gano,,hamlet,,,43.5722329,11.8757994,2015765471,,
Casa Giannino,,hamlet,,,44.2821024,10.19811,4868402677,,Q18489387
Casa Giomi,,hamlet,,,44.0707493,11.0144496,3700045219,,
Casa Le Vignacce,,hamlet,,,43.6880281,11.779041,765099845,,
Casa Loli,,hamlet,,,43.9480524,11.3109582,399068693,,Q18486636
Casa Lotti,,hamlet,,,43.9800652,10.9047442,1416251539,,Q18490717
Casa Mancini,,hamlet,,,43.894561,10.539138,13539005691,,
Casa Morotti,,hamlet,,,44.071199,10.9769,1467651485,,Q18490719
Casa Nuova,,hamlet,,,43.7462178,11.3134781,318680491,,Q18486637
Casa Rossa,,hamlet,,,44.3068384,9.9310841,7857084766,,
Casa Sbraci,,hamlet,,,42.7194337,11.7102781,932150667,,
Casa Topi - Gabrielli,,hamlet,,,42.7282992,11.6535918,417058350,,
Casa Vanni - le Selve,,hamlet,,,43.3327398,11.8659291,1434672435,,Q18484554
Casa Vecchia,,hamlet,,,43.7646863,11.3301961,318680497,,Q18486639
Casa al Bosco,,hamlet,,,44.0516161,11.0409451,3145573062,,
Casa da Madalena,,hamlet,,,44.3584484,9.7234342,1935611186,,
Casa del Corto,,hamlet,,,42.8204362,11.733036,11030282160,,Q18491507
Casa del Duca,,hamlet,,,42.7954394,10.3140789,317675361,,Q18488019
Casa del Re,,hamlet,,,43.3214205,11.9151142,1434672809,,Q18484527
Casa di Loia,,hamlet,,,44.2869889,9.8529593,1003621990,,Q18489385
Casa di Monte,,village,,,43.9994,10.7620892,632351347,,Q18490715
Casa le Bizze,,hamlet,,,43.624549,11.8192236,1303503490,,Q18484533
Casabasciana,,hamlet,,,44.0170891,10.6518233,1286378072,it:Casabasciana,Q18488518
Casabianca,,hamlet,,,43.2240262,11.664193,258567821,,Q18491512
Casabianca,,village,,,43.854585,10.7462525,528668561,,
Casacce,,hamlet,,,43.3760407,11.9527366,5291609486,,
Casacciola-Belvedere,,hamlet,,,43.539917,11.8997402,1271320349,,Q18509348
Casagiustri,,hamlet,,,43.33127,10.5665449,602821441,,
Casaglia,,hamlet,,,43.3502097,10.6634513,420484697,,
Casaglia,,hamlet,,,44.0379745,11.5177685,1294874606,,Q18486641
Casalappi,,hamlet,,,43.0231406,10.6838042,2813475280,,Q18488021
Casale,,hamlet,,,43.6146335,11.649091,287356417,,
Casale,,hamlet,,,44.0979126,10.9862071,571824642,,
Casale,,hamlet,,,43.9073455,11.6353843,1294875962,,
Casale,,hamlet,,,43.7217454,12.3301567,2516261446,,Q18484573
Casale,,hamlet,,,44.0205347,11.0873408,8643153751,,
Casale,,hamlet,,,44.0059945,10.9157239,12810450088,,
Casale Marittimo,,village,,,43.297061,10.6153077,61753620,it:Casale Marittimo,Q103040
Casale Nuovo,,hamlet,,,42.5662458,11.375962,1304179326,,
Casale del Bosco,,hamlet,,,43.0992216,11.4051784,2866195614,,
Casale di Pari,,village,,,43.0526978,11.2909746,391263894,it:Casale di Pari,Q741897
Casalecchio,,hamlet,,,43.6660296,11.8346172,1303503960,,Q18484579
Casalguidi,,village,,,43.8702575,10.9180376,1712670020,,Q18490705
Casalina,,hamlet,,,44.4186888,9.9377417,1003601995,,Q24248566
Casalino,,hamlet,,,43.4020637,11.3100416,1323288416,,
Casalino,,village,,,43.7958473,11.7581757,2641007451,,Q18484589
Casalino,,hamlet,,,44.0589338,11.0491651,5258292447,,
Casalmaggiore,,hamlet,,,43.0727897,11.3154764,391263895,,Q18487626
Casalte,,hamlet,,,43.1176573,11.8497048,1715160094,,Q18491514
Casalvescovo,,hamlet,,,43.6049745,11.7952622,1303504443,,Q18509351
Casamicciola,,hamlet,,,43.6992096,11.8032677,3465538022,,
Casamona,,hamlet,,,43.5752768,11.6806767,623298559,it:Casamona,Q18484598
Casania,,hamlet,,,44.0766968,10.1968522,1433663379,,Q18489395
Casanova,,hamlet,,,43.5445384,10.6861074,420481724,,
Casanova,,hamlet,,,43.1719172,11.325172,956012462,,Q18491519
Casanova,,hamlet,,,43.3730336,11.9704342,4096826069,,
Casanova,,hamlet,,,43.4154602,11.1050634,12097788994,,
Casanuova,,village,,,44.0892384,11.370752,399064493,,
Casanuova,,hamlet,,,43.6198053,10.9437131,637467962,,
Casanuova,,hamlet,,,43.5078812,11.6861046,1271830255,,Q18509552
Casanuova,,hamlet,,,43.420252,11.9339342,9251850039,,
Casanuova di Ama,,hamlet,,,43.4463006,11.3893652,339658537,,Q18491515
Casanuova di Pietrafitta,,hamlet,,,43.48056,11.2954065,2020255057,,Q18491520
Casarloso,,hamlet,,,43.370478,12.0586454,8944210448,,
Casastieri,,hamlet,,,43.451106,11.1838347,1306256384,,Q18491521
Casastrada,,hamlet,,,43.6155983,10.8763803,495237008,,Q18486662
Casatico,,village,,,44.156189,10.3175053,577812134,,Q18488519
Casato,,hamlet,,,43.6172195,12.002259,1444628026,,Q18484621
Casavecchia,,hamlet,,,43.5544736,11.8036236,1977089963,,Q18484627
Casavolpi,,hamlet,,,42.9954093,10.6608373,1265955038,,Q18488024
Caschiola,,hamlet,,,44.3147852,9.8490563,1272574793,,
Cascia,,village,,,43.6759937,11.5291327,1551960690,,
Casciana,,village,,,44.1822549,10.1557101,413281092,,Q18489397
Casciana,,village,,,44.1674974,10.3075225,577812125,,
Casciana Alta,,village,,,43.539259,10.599467,495237009,it:Casciana Alta,Q3661573
Casciana Terme,,village,,,43.527338,10.618212,61753601,it:Casciana Terme,Q103044
Cascianella,,hamlet,,,44.1644289,10.3063252,577812127,,
Casciano,,village,,,43.1610294,11.3251354,532660196,,Q18491522
Casciano,,hamlet,,,43.9920068,10.916858,769319114,,
Casciavola,,village,,,43.6906497,10.4947323,2816774733,it:Casciavola,Q3661574
Cascina Nuova,,hamlet,,,43.7195408,11.5438209,5497463260,,Q18486663
Cascina Vecchia,,hamlet,,,43.7152969,11.5596035,2309524254,,
Cascine Nuove,,hamlet,,,43.6922242,10.3426316,2979067195,,Q18490102
Cascine Vecchie,,hamlet,,,43.7237192,10.3385824,253522302,,Q18490104
Cascine del Riccio,,village,,,43.7353294,11.2570297,535156542,,Q18486665
Cascine di Buti,,village,,,43.7272734,10.6177992,246805894,it:Cascine di Buti,Q3661613
Cascio,,hamlet,,,44.0816488,10.4255293,1267062763,it:Cascio (Molazzana),Q3661617
Case Belardi,,hamlet,,,42.7465245,11.4091177,1302480152,,Q18487627
Case Benedetti,,hamlet,,,43.8716584,10.7153442,495242202,,Q18490722
Case Biagi,,hamlet,,,44.3561582,9.7197968,563794850,,
Case Bianche,,hamlet,,,43.6775069,10.58613,262635359,,Q18490106
Case Bisogni,,hamlet,,,42.69354,11.6794688,10921330985,,
Case Bizzarri,,hamlet,,,44.0532197,10.8583652,1297733142,,Q18490724
Case Bornia,,hamlet,,,44.3522172,9.7262963,4431690622,,
Case Boschetti,,hamlet,,,42.6933874,11.6837729,10921330987,,
Case Bosco,,hamlet,,,43.7086158,10.8914062,1197549024,,Q18486667
Case Buffini,,hamlet,,,43.8091554,11.1183701,317055325,,
Case Cantini,,hamlet,,,44.1817514,11.335349,7839300816,,
Case Capanni,,hamlet,,,43.667285,11.5495687,2569604854,,
Case Carceroni,,hamlet,,,42.9060069,11.3125491,5837241614,,
Case Cortevecchia,,hamlet,,,43.9547381,11.3218015,8254591221,,
Case Corvi,,hamlet,,,44.3853168,9.8632559,577505140,,
Case Cucciani,,hamlet,,,44.0859133,10.8820911,846108789,,
Case Due,,hamlet,,,43.0495581,10.6634027,1265954968,,
Case Fanecchio,,hamlet,,,43.7327025,11.1008202,2073346715,,
Case Fantozzi,,hamlet,,,43.860331,10.6945973,495242205,,Q18490734
Case Ferretti,,hamlet,,,43.8506573,10.9575418,9545715724,,Q18490735
Case Fonte al Cerro,,hamlet,,,42.8957755,10.7987556,6744650974,,
Case Frappi,,hamlet,,,43.3242657,11.9128163,1434672173,,Q18484642
Case Galli,,hamlet,,,42.7878855,11.4831662,1302480365,,Q18487630
Case Galligiano,,hamlet,,,43.6394223,11.5869826,7414307509,,
Case Gavazzi,,hamlet,,,44.0850823,10.891582,843415291,,
Case Gerini,,hamlet,,,43.7004052,10.9057229,1197549068,,Q120765723
Case Lori,,hamlet,,,43.846791,11.4796757,441191376,,Q18486672
Case Macee,,hamlet,,,43.6888236,11.7918428,765172795,,
Case Marchi,,hamlet,,,42.9059814,11.5934058,1234686396,,
Case Martinelli,,hamlet,,,44.0731959,10.9305856,10295710782,,
Case Mattiano,,hamlet,,,43.9004623,11.2463001,2792428642,,
Case Mazzantino,,hamlet,,,43.7162009,10.632255,453006501,,Q18490110
Case Mearino,,hamlet,,,43.4934331,11.6134469,339654062,,Q18484646
Case Moretto,,hamlet,,,44.0826982,10.8879938,835942216,,
Case Nuove,,hamlet,,,43.5814165,10.9649746,495240603,,Q18486674
Case Nuove,,hamlet,,,43.7022162,11.8927321,1306834732,,Q18484672
Case Nuove,,hamlet,,,43.3163174,11.8045676,1434672010,,Q18484651
Case Nuove,,hamlet,,,42.8686658,11.5492465,2532210471,,
Case Nuove,,hamlet,,,44.0730393,11.0186268,3700051925,,
Case Nuove,,hamlet,,,44.11524,11.5429432,12299856109,,
Case Nuove di Ceciliano,,hamlet,,,43.4943167,11.87486,2816025301,,
Case Nuove di Masiano,,hamlet,,,43.8988285,10.9175719,1712669968,,
Case Nuove di Roffia,,hamlet,,,43.7110001,10.8458131,1775357239,,Q18490111
Case Orienti,,hamlet,,,42.7549609,11.7556556,932165610,,Q18487633
Case Papucci,,hamlet,,,43.7889804,11.1486466,317055331,,Q18486678
Case Peria,,hamlet,,,42.7769757,10.1086995,1279205029,,
Case Pertugiata,,hamlet,,,43.9788312,11.1024294,3407089981,,
Case Pezzoli,,hamlet,,,44.050979,11.1627589,3306020415,,
Case Pieri,,hamlet,,,42.704565,11.6917121,10921330990,,
Case Pilocco,,hamlet,,,42.7938655,11.4890492,5122683582,,
Case Poggio,,hamlet,,,43.5451265,11.3555444,331345541,,Q18486683
Case Poggio al Vento,,hamlet,,,43.5679103,11.2543779,1286636923,,
Case Poggiolo,,hamlet,,,43.9187855,11.3524961,9160544899,,
Case Poli,,hamlet,,,43.9508638,10.8320363,1416251378,,Q18490746
Case Pontoncino,,hamlet,,,42.6181862,11.3637525,5902571650,,
Case Rocchi,,hamlet,,,42.7060327,11.7214647,926022535,,Q18487635
Case Rosse,,hamlet,,,42.893024,11.51572,4802658717,,Q18487636
Case Sabina,,hamlet,,,43.5084969,11.5481654,712705871,,
Case San Leopoldo,,hamlet,,,42.7507804,11.771514,11010592324,,Q18487637
Case Sermo,,hamlet,,,43.9460359,10.828511,1416251259,,Q18490748
Case Sitriano,,hamlet,,,43.8927256,11.2469813,3205774881,,
Case Soldi,,hamlet,,,43.8972971,10.8918982,1657451923,,
Case Tribolone,,hamlet,,,42.916065,11.3235837,5837241391,,
Case Urbini,,village,,,43.5985706,11.5148301,669894732,,
Case Vasconi,,hamlet,,,42.7190188,11.6576014,10957536325,,
Case Vecchie,,hamlet,,,43.9487443,10.9744036,8814947006,,
Case al Piano,,hamlet,,,43.5051624,11.6196535,339654061,,
Case di Colognole,,hamlet,,,43.5032799,10.4523458,3003557383,,
Case di Dudda,,hamlet,,,43.6029232,11.3815101,317671479,,Q18486668
Case il Vado,,hamlet,,,43.9698144,11.1037383,8557660922,,
Casella,,hamlet,,,44.0679469,10.4210694,1267063761,,Q18488526
Caselle,,hamlet,,,44.0834446,11.3785625,399064497,,
Caselle,,hamlet,,,43.7137821,11.8571493,1306161239,,Q18484660
Caselle,,hamlet,,,43.1820325,11.7755932,1702370998,,
Caselle,,hamlet,,,43.4661725,11.2685905,2020255058,,
Caselle,,hamlet,,,43.7094981,10.5859453,2379722667,,Q18490114
Caselle,,hamlet,,,43.4271824,11.8870018,2381022193,,
Caselli,,hamlet,,,44.0007923,10.9036322,12810383080,,
Casellina,,village,,,43.7634184,11.1729349,537532144,,
Caselline,,hamlet,,,43.876514,11.3210847,507821175,,
Casemarconi,,hamlet,,,44.0112824,10.8126714,1302424491,,
Casenuove,,village,,,43.6894789,10.9617355,311318117,,
Casenuove,,hamlet,,,43.95033,11.3118597,399068697,,
Casenuove,,hamlet,,,43.7773292,10.9952527,3168087749,,
Casetta,,village,,,43.303929,11.4254165,5827629593,it:Casetta (Castelnuovo Berardenga),Q2122160
Casetta,,hamlet,,,43.4015994,11.2621652,11266461851,,
Casetta,,hamlet,,,42.8382094,11.6607702,11477037901,,
Casetta Migliorini,,hamlet,,,42.8783803,11.2134249,662808896,,
Casetta di Cornia,,hamlet,,,43.0371931,10.670245,1265954929,,
Casetta di Tiara,,hamlet,,,44.0953197,11.4394632,2108983456,,Q114864049
Casette,,village,,,44.0746637,10.169375,1265313901,,Q18489400
Casette,,hamlet,,,43.9548956,10.3368553,6201783191,,
Casi,,hamlet,,,43.8159696,11.5062622,441191379,,
Casidote,,hamlet,,,43.1129676,11.0293715,1359419621,,
Casignano,,hamlet,,,43.7248975,11.1770745,336483389,,Q18486708
Casignano,,hamlet,,,43.5288888,11.4403816,1416666584,,Q113388573
Casigno,,hamlet,,,44.0590454,11.1619335,9230530746,,
Casini,,hamlet,,,43.8535431,11.518901,864685400,it:Casini (Rufina),Q18486714
Casini,,village,,,43.8569055,11.0033423,2381060198,,Q18490756
Casini di Bosco,,hamlet,,,43.6070554,10.560633,1775354126,,Q18490116
Casini di Corte,,hamlet,,,44.2192392,10.3544785,2131210880,,
Casino,,hamlet,,,44.0147174,11.2339581,395370523,,
Casino,,hamlet,,,43.6253314,10.9706614,637468001,,Q18486719
Casino,,hamlet,,,44.076496,10.8899657,694498804,,
Casino,,hamlet,,,43.1761353,11.1032679,1286682228,,Q18491532
Casino di Barca,,hamlet,,,43.348862,11.4473048,12212555709,,
Casino di Terra,,hamlet,,,43.3283123,10.6667023,420484699,,
Casola in Lunigiana,,village,,,44.1999608,10.1754596,61753608,,
Casole,,hamlet,,,43.5564144,11.3603453,317671480,,Q18486723
Casole,,hamlet,,,43.9582186,11.4907511,326125044,,
Casole d'Elsa,,village,,,43.3404198,11.043016,61753679,en:Casole d'Elsa,Q91126
Casoli,,village,,,43.9635396,10.3303207,358085159,,Q56575811
Casoli,,hamlet,,,44.0393287,10.6709536,1286379160,it:Casoli (Bagni di Lucca),Q17623988
Casone,,hamlet,,,43.7791035,11.0747497,317055336,,
Casone,,hamlet,,,43.1872462,10.5608615,330958476,,Q18488027
Casone,,hamlet,,,44.00553,10.9178735,12810450089,,
Casone Carpinelli,,hamlet,,,44.2006678,10.2283988,1293345717,,Q18488530
Casone di Profecchia,,village,,,44.2124714,10.4453147,1921748657,,
Casoni,,hamlet,,,44.068613,10.9728275,1467651488,,Q18490758
Casore del Monte,,hamlet,,,43.9339006,10.8094447,1572879455,it:Casore del Monte,Q3661876
Casotti,,hamlet,,,44.0964041,10.753295,573415273,,
Casotti di Moriolo,,hamlet,,,43.6514735,10.8362205,495240606,,Q18490121
Casotto dei Pescatori,,hamlet,,,42.7627186,11.0164323,4780048476,,Q81354127
Casovana,,hamlet,,,44.1607523,11.4859206,905084118,,
Caspri,,hamlet,,,43.6232762,11.5798772,1256808944,,Q18484688
Caspriano di Sopra,,hamlet,,,43.8398156,11.6245151,3483689137,,
Cassana,,hamlet,,,44.3268896,9.8856257,601254519,,Q18489403
Cassarese,,hamlet,,,44.0110026,10.8207637,1297731846,,Q18490766
Cassettana,,hamlet,,,44.2974371,10.07933,10710043253,,
Cassolana,,hamlet,,,44.2807956,10.0120065,996611241,,Q18489405
Castagnaccio,,hamlet,,,44.0876279,11.1556531,3892098967,,
Castagneta,,hamlet,,,44.0310195,11.1459108,9763826145,,
Castagneto,,hamlet,,,43.9433174,11.6158161,1294873806,,
Castagneto,,hamlet,,,43.7133831,11.6611955,3472888270,,Q18484692
Castagneto,,hamlet,,,43.0600288,11.8110693,11945911450,,
Castagneto Carducci,,village,,,43.1607424,10.6110056,61753542,it:Castagneto Carducci,Q157745
Castagnetoli,,village,,,44.3365105,9.8769982,577504991,,
Castagni,,hamlet,,,42.7449503,10.3925315,3481543086,,
Castagno,,hamlet,,,44.0115037,10.9129109,12787088421,,Q18490772
Castagno I,,hamlet,,,43.9436256,10.8363364,1416251282,,Q18490770
Castagnola,,village,,,44.1744323,10.25512,577836993,,Q18488534
Castagnola,,hamlet,,,44.2137365,10.1800476,3447147810,,
Castagnoli,,hamlet,,,43.4424612,11.4527888,339658538,it:Castagnoli,Q17992556
Castagnoli,,hamlet,,,43.6309826,11.8568459,662463462,,Q18484697
Castagnori,,hamlet,,,43.9014211,10.4279678,1983133075,,
Castel  Vico,,hamlet,,,43.8817425,11.5388626,11780635892,,
Castel Castagnaio,,hamlet,,,43.8156609,11.6573018,1912570729,,
Castel Focognano,,village,,,43.6540276,11.7884391,61753374,,Q33429212
Castel San Gimignano,,village,,,43.404373,11.0190769,317673060,it:Castel San Gimignano,Q3133552
Castel de Gai,,hamlet,,,43.9620843,10.9672196,632342828,,
Castel del Bosco,,village,,,43.6671591,10.7049977,3337617727,it:Castel del Bosco,Q18490123
Castel del Piano,,village,,,42.8932352,11.5383804,61753504,Castel del Piano,
Castel di Nocco,,hamlet,,,43.7230325,10.5943705,453006506,,
Castel di Piazza,,hamlet,,,43.9720761,10.8804492,2808601837,it:Chiesa di San Michele Arcangelo a Piazza,Q3671330
Castel di Salutio,,hamlet,,,43.6198858,11.8106538,2415651182,,
Castelfalfi,,hamlet,,,43.5474404,10.857272,495237010,it:Castelfalfi,Q1048658
Castelfranco di Sopra,,village,,,43.6212657,11.5543932,61753406,it:Castelfranco di Sopra,Q52072
Castell'Anselmo,,village,,,43.5526622,10.4648678,330683156,it:Castell'Anselmo,Q3662219
Castell'Azzara,,village,,,42.773528,11.6977802,61753505,,
Castell'Ottieri,,village,,,42.7325422,11.7519062,420264549,it:Castell'Ottieri,Q3662221
Castell'in Villa,,hamlet,,,43.3637356,11.4646198,496114538,,
Castellaccia,,village,,,42.9230751,11.0257429,2795141559,it:Castellaccia,Q3662226
Castellaccio,,hamlet,,,43.4863705,10.3647373,338918542,it:Castellaccio,Q3662227
Castellare,,hamlet,,,43.6882285,11.1230887,852981770,,
Castellare,,hamlet,,,43.6717297,12.0297385,1444628392,,Q18484711
Castellare,,hamlet,,,43.7302458,10.7802506,1779316381,,Q18490127
Castellare,,hamlet,,,43.885069,10.6825794,1865611140,,
Castellare di Malignano,,hamlet,,,43.2645428,11.2300274,1544192791,,
Castelletto,,hamlet,,,44.2177156,10.2663024,577763697,it:Castelletto in Garfagnana,Q3662269
Castelletto,,hamlet,,,43.1436295,11.5790906,1721810590,,
Castellina,,hamlet,,,43.921909,10.8379212,495242207,,
Castellina Marittima,,village,,,43.4125688,10.5761772,61753633,,
Castellina Scalo,,village,,,43.4057795,11.2104071,1104553220,en:Castellina Scalo,Q18491545
Castellina di Sotto,,hamlet,,,43.9567885,11.3524828,326125046,,Q18486748
Castellina in Chianti,,village,,,43.4691786,11.2872857,61753721,en:Castellina in Chianti,Q91134
Castellinuzza,,hamlet,,,43.5589745,11.348328,317671481,,Q18509854
Castello,,hamlet,,,43.9190609,10.3997008,263722379,,
Castello,,hamlet,,,44.3456183,9.7513452,1003604077,,
Castello,,hamlet,,,43.9475557,10.474704,1267119564,,
Castello,,hamlet,,,43.9827688,10.2308273,1432203337,,
Castello,,hamlet,,,44.0311401,11.0888668,1467651489,,
Castello,,hamlet,,,44.2983593,10.1398959,2598570856,,Q18489411
Castello,,hamlet,,,43.2469553,11.2856746,3594000586,,
Castello,,hamlet,,,44.3382767,10.008887,6780646610,,
Castello,,hamlet,,,43.8158613,11.2278166,6857792460,,
Castello La Leccia,,hamlet,,,43.4396998,11.2794604,959146777,,
Castello Prato,,hamlet,,,43.7430905,11.6287837,2500535084,,Q18484717
Castello di Camporaghena,,hamlet,,,44.3048105,10.1668567,1932388294,,Q18489409
Castello di Castiglioni,,hamlet,,,43.8338972,11.5108359,864685404,,
Castello di Celle,,hamlet,,,43.6185346,11.3935514,2283063863,,
Castello di Cintoia,,hamlet,,,43.6301556,11.35257,317671482,,Q18486757
Castello di Cireglio,,hamlet,,,43.9913115,10.8423361,1775340875,,
Castello di Lamole,,hamlet,,,43.5519224,11.3582542,331345542,,Q18486766
Castello di Sambuca,,hamlet,,,44.1054584,10.9953137,571824641,it:Castello di Sambuca,Q56230658
Castello di Tocchi,,hamlet,,,43.126125,11.2734074,12022857348,it:Castello di Tocchi,Q3662921
Castello di Villa,,hamlet,,,44.2525692,9.8977634,1497141703,,
Castellonchio,,hamlet,,,43.3825352,12.014834,4700869422,,
Castelluccio,,village,,,43.5252301,11.8351086,440217896,,Q18484723
Castelluccio,,hamlet,,,43.553121,10.9824882,1758106238,,Q18486781
Castelluccio,,hamlet,,,43.1546769,10.6733567,1970365457,,
Castelluccio,,hamlet,,,43.4086369,11.1706006,8936383292,,
Castelmaggiore,,village,,,43.7392475,10.5232396,2218465119,it:Castelmaggiore (Calci),Q21235348
Castelmartini,,hamlet,,,43.8231159,10.8404124,1218760727,,
Castelmuzio,,village,,,43.1409189,11.6643092,864576269,it:Castelmuzio,Q594899
Castelnuovo,,hamlet,,,43.631977,11.7636381,765101449,,
Castelnuovo,,hamlet,,,43.7983694,11.5581584,2723272953,,
Castelnuovo,,village,,,43.6460877,12.0896377,3226214908,,
Castelnuovo,,village,,,43.5564883,11.8525771,9709338249,,
Castelnuovo Berardenga,,village,,,43.3455237,11.5018883,61753701,en:Castelnuovo Berardenga,Q91142
Castelnuovo Misericordia,,village,,,43.4424817,10.4501585,338918546,it:Castelnuovo della Misericordia,Q3663017
Castelnuovo Scalo,,village,,,43.3079772,11.4839231,273184249,en:Castelnuovo Scalo,Q18491554
Castelnuovo Tancredi,,hamlet,,,43.1327908,11.4366251,2866097509,it:Castelnuovo Tancredi,Q47450885
Castelnuovo d'Elsa,,hamlet,,,43.6365136,10.9380258,495240614,,
Castelnuovo dei Sabbioni,,village,,,43.5399449,11.4514203,339662814,it:Castelnuovo dei Sabbioni,Q3663015
Castelnuovo dell'Abate,,village,,,42.9952027,11.5165108,2623341726,it:Castelnuovo dell'Abate,Q3663016
Castelnuovo di Garfagnana,,village,,,44.110022,10.4117858,61753588,it:Castelnuovo di Garfagnana,Q216903
Castelnuovo di Val di Cecina,,village,,,43.2079982,10.9060512,61753653,,
Castelpoggio,,village,,,44.1122631,10.0748761,579493397,it:Castelpoggio,Q1048996
Castelvecchi,,hamlet,,,43.5117857,11.3644715,339662816,,Q18491556
Castelvecchio,,hamlet,,,44.1902237,11.4110012,408479173,,
Castelvecchio,,village,,,43.9768735,10.7023411,632350021,it:Castelvecchio (Pescia),Q16538215
Castelvecchio,,hamlet,,,42.9949203,11.7312693,2801892616,,
Castelvecchio Pascoli,,hamlet,,,44.0842315,10.4573005,975221731,it:Castelvecchio Pascoli,Q3663030
Castelvecchio di Compito,,hamlet,,,43.7645706,10.6095695,1987047151,,Q60735363
Castevoli,,village,,,44.2857893,9.9052405,6534473242,,Q18288064
Castiglion Fibocchi,,village,,,43.5279646,11.7631758,61753407,,
Castiglion del Bosco,,hamlet,,,43.0833283,11.421436,11016242249,en:Castiglion del Bosco,Q65091769
Castiglioncello,,village,,,43.4053866,10.4101503,310198392,it:Castiglioncello,Q1244388
Castiglioncello,,village,,,44.2147945,10.1855087,691864868,,
Castiglioncello,,hamlet,,,44.1752027,11.4805633,746698949,,
Castiglioncello,,hamlet,,,43.8281041,10.3976383,1983057795,,
Castiglioncello Bandini,,village,,,42.875432,11.4415299,493632722,it:Castiglioncello Bandini,Q923025
Castiglioncello del Trinoro,,hamlet,,,42.9910151,11.8132008,685087803,it:Castiglioncello del Trinoro,Q18491558
Castiglione Ubertini,,hamlet,,,43.5260968,11.6341078,623058435,it:Castiglione Ubertini,Q3663055
Castiglione d'Orcia,,village,,,43.0071166,11.6155411,61753700,en:Castiglione d'Orcia,Q91152
Castiglione del Terziere,,hamlet,,,44.2943844,9.9916633,1003630458,,Q18489417
Castiglione della Pescaia,,village,,,42.7639301,10.8790917,1003536113,it:Castiglione della Pescaia,Q188547
Castiglione di Garfagnana,,village,,,44.14995,10.410897,61753564,,
Castiglioni,,hamlet,,,43.4332288,11.1368867,317673061,,Q18491562
Castiglioni,,hamlet,,,43.5743091,11.4129178,2391962986,,
Castiglioni,,hamlet,,,44.0568648,11.0057182,3700040622,,
Castoglio,,hamlet,,,44.3228555,9.8046067,892501307,,Q18489419
Castra,,hamlet,,,43.7697037,10.9904627,317316790,,
Castro San Martino,,hamlet,,,44.0989271,11.3140712,399064500,,Q18486790
Castroncello,,hamlet,,,43.3059776,11.8865778,1434672531,,Q18484756
Catabbio,,village,,,42.7004894,11.5653565,2464978235,it:Catabbio,Q3663157
Catagnana,,hamlet,,,44.0865691,10.4922039,1293853401,it:Catagnana,Q3663224
Catena,,village,,,43.8425236,11.0159291,526554888,,Q18490788
Catena,,village,,,43.6879108,10.8185312,1942849987,it:Catena (San Miniato),Q16538299
Catigliano,,hamlet,,,43.50193,12.0705024,1271320369,,Q18509376
Catignano,,hamlet,,,43.559348,10.9858133,1758106246,,
